model_version,dataset_name,dataset_size,error,model_size,execution_time,load_time,B-PER_precision,B-PER_recall,B-PER_f1,I-PER_precision,I-PER_recall,I-PER_f1,overall_precision,overall_recall,overall_f1
version-15-roberta-base,g.conll,1710,,124058116.0,4.542035818099976,0.9021179676055908,0.8393739703459637,0.9122649955237243,0.8743028743028743,0.8393739703459637,0.9122649955237243,0.8743028743028743,0.0,0.0,0.0
version-15-roberta-base,h.conll,1600,,124058116.0,4.457059860229492,0.9021179676055908,0.6956521739130435,0.8317180616740089,0.7576243980738363,0.6956521739130435,0.8317180616740089,0.7576243980738363,0.0,0.0,0.0
version-15-roberta-base,KAGGLE.csv,31382,,124058116.0,65.6165554523468,0.9021179676055908,0.819783099206638,0.8370865849126718,0.8283444877546516,0.819783099206638,0.8370865849126718,0.8283444877546516,0.0,0.0,0.0
version-15-roberta-base,NYT_corr1,556,,124058116.0,2.0150864124298096,0.9021179676055908,0.8405797101449275,0.9789029535864979,0.9044834307992202,0.8405797101449275,0.9789029535864979,0.9044834307992202,0.0,0.0,0.0
version-15-roberta-base,NYT_corr2,864,,124058116.0,2.498852014541626,0.9021179676055908,0.9328537170263789,0.9848101265822785,0.9581280788177341,0.9328537170263789,0.9848101265822785,0.9581280788177341,0.0,0.0,0.0
version-15-roberta-base,NYT_corr3,573,,124058116.0,1.9902796745300293,0.9021179676055908,0.9429530201342282,0.9689655172413794,0.9557823129251701,0.9429530201342282,0.9689655172413794,0.9557823129251701,0.0,0.0,0.0
version-15-roberta-base,ritter.txt,801,,124058116.0,2.567172050476074,0.9021179676055908,0.3772845953002611,0.8095238095238095,0.5146927871772039,0.3772845953002611,0.8095238095238095,0.5146927871772039,0.0,0.0,0.0
version-15-roberta-base,WNUT.conll,2868,,124058116.0,7.368200063705444,0.9021179676055908,0.43034188034188037,0.8127522195318806,0.562727018720313,0.43034188034188037,0.8127522195318806,0.562727018720313,0.0,0.0,0.0
version-16-roberta-base,a.conll,424,,124058116.0,1.7658369541168213,0.871068000793457,0.6119402985074627,0.9371428571428572,0.7404063205417608,0.6119402985074627,0.9371428571428572,0.7404063205417608,0.0,0.0,0.0
version-16-roberta-base,b.conll,1238,,124058116.0,3.482567071914673,0.871068000793457,0.8655692729766804,0.9737654320987654,0.916485112563544,0.8655692729766804,0.9737654320987654,0.916485112563544,0.0,0.0,0.0
version-16-roberta-base,conllpp_train.txt,10492,,124058116.0,21.743492364883423,0.871068000793457,0.9808193668528864,0.9973489869342927,0.9890151159515538,0.9808193668528864,0.9973489869342927,0.9890151159515538,0.0,0.0,0.0
version-16-roberta-base,e.conll,98,,124058116.0,1.079965591430664,0.871068000793457,0.8181818181818182,0.84375,0.8307692307692308,0.8181818181818182,0.84375,0.8307692307692308,0.0,0.0,0.0
version-16-roberta-base,f.conll,1600,,124058116.0,4.506171941757202,0.871068000793457,0.9860681114551083,0.9976507439310884,0.9918256130790191,0.9860681114551083,0.9976507439310884,0.9918256130790191,0.0,0.0,0.0
version-16-roberta-base,g.conll,1710,,124058116.0,4.67677116394043,0.871068000793457,0.8763948497854077,0.9140555058191585,0.894829097283085,0.8763948497854077,0.9140555058191585,0.894829097283085,0.0,0.0,0.0
version-16-roberta-base,h.conll,1600,,124058116.0,4.333975076675415,0.871068000793457,0.7697063369397218,0.8775330396475771,0.8200905722519555,0.7697063369397218,0.8775330396475771,0.8200905722519555,0.0,0.0,0.0
version-16-roberta-base,KAGGLE.csv,31382,,124058116.0,65.73982787132263,0.871068000793457,0.7647501196417584,0.8313638052768487,0.796666904066662,0.7647501196417584,0.8313638052768487,0.796666904066662,0.0,0.0,0.0
version-16-roberta-base,NYT_corr1,556,,124058116.0,2.0251290798187256,0.871068000793457,0.8345323741007195,0.9789029535864979,0.9009708737864077,0.8345323741007195,0.9789029535864979,0.9009708737864077,0.0,0.0,0.0
version-16-roberta-base,NYT_corr2,864,,124058116.0,2.507370948791504,0.871068000793457,0.9439024390243902,0.979746835443038,0.9614906832298137,0.9439024390243902,0.979746835443038,0.9614906832298137,0.0,0.0,0.0
version-16-roberta-base,NYT_corr3,573,,124058116.0,1.9756443500518799,0.871068000793457,0.95578231292517,0.9689655172413794,0.9623287671232877,0.95578231292517,0.9689655172413794,0.9623287671232877,0.0,0.0,0.0
version-16-roberta-base,ritter.txt,801,,124058116.0,2.5200083255767822,0.871068000793457,0.45904173106646057,0.8319327731092437,0.5916334661354581,0.45904173106646057,0.8319327731092437,0.5916334661354581,0.0,0.0,0.0
version-16-roberta-base,WNUT.conll,2868,,124058116.0,7.313165664672852,0.871068000793457,0.5009832841691249,0.8224374495560937,0.6226703330278033,0.5009832841691249,0.8224374495560937,0.6226703330278033,0.0,0.0,0.0
version-17-roberta-base,a.conll,424,,124058116.0,1.8226196765899658,0.8563251495361328,0.61328125,0.8971428571428571,0.7285382830626449,0.61328125,0.8971428571428571,0.7285382830626449,0.0,0.0,0.0
version-17-roberta-base,b.conll,1238,,124058116.0,3.501599073410034,0.8563251495361328,0.8426812585499316,0.9506172839506173,0.8934010152284263,0.8426812585499316,0.9506172839506173,0.8934010152284263,0.0,0.0,0.0
version-17-roberta-base,conllpp_train.txt,10492,,124058116.0,21.95696187019348,0.8563251495361328,0.975333827893175,0.9958341223253172,0.9854773728098941,0.975333827893175,0.9958341223253172,0.9854773728098941,0.0,0.0,0.0
version-17-roberta-base,e.conll,98,,124058116.0,1.2646663188934326,0.8563251495361328,0.7777777777777778,0.875,0.823529411764706,0.7777777777777778,0.875,0.823529411764706,0.0,0.0,0.0
version-17-roberta-base,f.conll,1600,,124058116.0,4.5472633838653564,0.8563251495361328,0.9714946070878274,0.9874706342991386,0.9794174757281554,0.9714946070878274,0.9874706342991386,0.9794174757281554,0.0,0.0,0.0
version-17-roberta-base,g.conll,1710,,124058116.0,4.6785643100738525,0.8563251495361328,0.992,0.999104744852283,0.9955396966993756,0.992,0.999104744852283,0.9955396966993756,0.0,0.0,0.0
version-17-roberta-base,h.conll,1600,,124058116.0,4.342183828353882,0.8563251495361328,0.8039383561643836,0.8273127753303965,0.8154580981328702,0.8039383561643836,0.8273127753303965,0.8154580981328702,0.0,0.0,0.0
version-17-roberta-base,KAGGLE.csv,31382,,124058116.0,65.66867709159851,0.8563251495361328,0.7498508254326063,0.8405797101449275,0.7926273740276122,0.7498508254326063,0.8405797101449275,0.7926273740276122,0.0,0.0,0.0
version-17-roberta-base,NYT_corr1,556,,124058116.0,2.3450417518615723,0.8563251495361328,0.8321428571428572,0.9831223628691983,0.9013539651837525,0.8321428571428572,0.9831223628691983,0.9013539651837525,0.0,0.0,0.0
version-17-roberta-base,NYT_corr2,864,,124058116.0,2.5397684574127197,0.8563251495361328,0.9420289855072463,0.9873417721518988,0.9641532756489493,0.9420289855072463,0.9873417721518988,0.9641532756489493,0.0,0.0,0.0
version-17-roberta-base,NYT_corr3,573,,124058116.0,2.0879390239715576,0.8563251495361328,0.9551724137931035,0.9551724137931035,0.9551724137931035,0.9551724137931035,0.9551724137931035,0.9551724137931035,0.0,0.0,0.0
version-17-roberta-base,ritter.txt,801,,124058116.0,2.561481237411499,0.8563251495361328,0.6875,0.8011204481792717,0.739974126778784,0.6875,0.8011204481792717,0.739974126778784,0.0,0.0,0.0
version-17-roberta-base,WNUT.conll,2868,,124058116.0,7.337742805480957,0.8563251495361328,0.6650879566982408,0.7933817594834544,0.7235921972764077,0.6650879566982408,0.7933817594834544,0.7235921972764077,0.0,0.0,0.0
version-18-roberta-base,a.conll,424,,124058116.0,1.7650423049926758,0.867783784866333,0.5738831615120275,0.9542857142857143,0.7167381974248926,0.5738831615120275,0.9542857142857143,0.7167381974248926,0.0,0.0,0.0
version-18-roberta-base,b.conll,1238,,124058116.0,3.5165977478027344,0.867783784866333,0.7569528415961306,0.9660493827160493,0.8488135593220338,0.7569528415961306,0.9660493827160493,0.8488135593220338,0.0,0.0,0.0
version-18-roberta-base,conllpp_train.txt,10492,,124058116.0,21.736427783966064,0.867783784866333,0.9608703602121046,0.9950766900208294,0.9776744186046512,0.9608703602121046,0.9950766900208294,0.9776744186046512,0.0,0.0,0.0
version-18-roberta-base,e.conll,98,,124058116.0,1.0648553371429443,0.867783784866333,0.7,0.875,0.7777777777777777,0.7,0.875,0.7777777777777777,0.0,0.0,0.0
version-18-roberta-base,f.conll,1600,,124058116.0,4.503999948501587,0.867783784866333,0.9422222222222222,0.9960845732184808,0.9684050247430529,0.9422222222222222,0.9960845732184808,0.9684050247430529,0.0,0.0,0.0
version-18-roberta-base,g.conll,1710,,124058116.0,4.7273945808410645,0.867783784866333,0.9569336778639104,0.9946284691136974,0.9754170324846355,0.9569336778639104,0.9946284691136974,0.9754170324846355,0.0,0.0,0.0
version-18-roberta-base,h.conll,1600,,124058116.0,4.316243648529053,0.867783784866333,0.9470588235294117,0.9929515418502203,0.9694623655913979,0.9470588235294117,0.9929515418502203,0.9694623655913979,0.0,0.0,0.0
version-18-roberta-base,KAGGLE.csv,31382,,124058116.0,65.4533326625824,0.867783784866333,0.6879935442965013,0.8871051653660349,0.7749642903519024,0.6879935442965013,0.8871051653660349,0.7749642903519024,0.0,0.0,0.0
version-18-roberta-base,NYT_corr1,556,,124058116.0,1.9794178009033203,0.867783784866333,0.8455882352941176,0.9704641350210971,0.9037328094302554,0.8455882352941176,0.9704641350210971,0.9037328094302554,0.0,0.0,0.0
version-18-roberta-base,NYT_corr2,864,,124058116.0,2.5445425510406494,0.867783784866333,0.9,0.979746835443038,0.9381818181818181,0.9,0.979746835443038,0.9381818181818181,0.0,0.0,0.0
version-18-roberta-base,NYT_corr3,573,,124058116.0,1.968510389328003,0.867783784866333,0.9193548387096774,0.9827586206896551,0.95,0.9193548387096774,0.9827586206896551,0.95,0.0,0.0,0.0
version-18-roberta-base,ritter.txt,801,,124058116.0,2.4691972732543945,0.867783784866333,0.7073732718894009,0.8599439775910365,0.7762326169405815,0.7073732718894009,0.8599439775910365,0.7762326169405815,0.0,0.0,0.0
version-18-roberta-base,WNUT.conll,2868,,124058116.0,7.519324779510498,0.867783784866333,0.6527777777777778,0.83454398708636,0.732554020545519,0.6527777777777778,0.83454398708636,0.732554020545519,0.0,0.0,0.0
version-19-roberta-base,a.conll,424,,124058116.0,1.735161304473877,0.8567655086517334,0.7283236994219653,0.72,0.7241379310344828,0.7283236994219653,0.72,0.7241379310344828,0.0,0.0,0.0
version-19-roberta-base,b.conll,1238,,124058116.0,3.447876214981079,0.8567655086517334,0.7553191489361702,0.6574074074074074,0.702970297029703,0.7553191489361702,0.6574074074074074,0.702970297029703,0.0,0.0,0.0
version-19-roberta-base,conllpp_train.txt,10492,,124058116.0,21.950510263442993,0.8567655086517334,0.849767008387698,0.8632834690399546,0.8564719143340223,0.849767008387698,0.8632834690399546,0.8564719143340223,0.0,0.0,0.0
version-19-roberta-base,e.conll,98,,124058116.0,1.0841765403747559,0.8567655086517334,0.65625,0.65625,0.65625,0.65625,0.65625,0.65625,0.0,0.0,0.0
version-19-roberta-base,f.conll,1600,,124058116.0,4.529999256134033,0.8567655086517334,0.8661504424778761,0.6131558339859045,0.7180192572214581,0.8661504424778761,0.6131558339859045,0.7180192572214581,0.0,0.0,0.0
version-19-roberta-base,g.conll,1710,,124058116.0,4.658161401748657,0.8567655086517334,0.8921001926782274,0.8290062667860341,0.8593967517401392,0.8921001926782274,0.8290062667860341,0.8593967517401392,0.0,0.0,0.0
version-19-roberta-base,h.conll,1600,,124058116.0,4.296165943145752,0.8567655086517334,0.7893333333333333,0.5215859030837005,0.6281167108753316,0.7893333333333333,0.5215859030837005,0.6281167108753316,0.0,0.0,0.0
version-19-roberta-base,KAGGLE.csv,31382,,124058116.0,65.23252439498901,0.8567655086517334,0.9705563191781813,0.9971014492753624,0.983649827699978,0.9705563191781813,0.9971014492753624,0.983649827699978,0.0,0.0,0.0
