model_version,dataset_name,model_size,dataset_size,execution_time,load_time,B-PER_precision,B-PER_recall,B-PER_f1,I-PER_precision,I-PER_recall,I-PER_f1,overall_precision,overall_recall,overall_f1
version-3-roberta-base,NYT_corr3,124057347,573,1.9435503482818604,0.449845552444458,0.9191919191919192,0.9413793103448276,0.9301533219761501,0.9191919191919192,0.9413793103448276,0.9301533219761501,0.0,0.0,0.0
version-3-roberta-base,ritter.txt,124057347,801,2.5685958862304688,0.449845552444458,0.3775933609958506,0.7647058823529411,0.5055555555555555,0.3775933609958506,0.7647058823529411,0.5055555555555555,0.0,0.0,0.0
version-3-roberta-base,WNUT.conll,124057347,2868,7.268640995025635,0.449845552444458,0.444603629417383,0.751412429378531,0.5586558655865587,0.444603629417383,0.751412429378531,0.5586558655865587,0.0,0.0,0.0
version-4-roberta-base,a.conll,124057347,424,1.9102022647857666,0.4248049259185791,0.6170212765957447,0.847953216374269,0.7142857142857142,0.6170212765957447,0.847953216374269,0.7142857142857142,0.0,0.0,0.0
version-4-roberta-base,b.conll,124057347,1238,3.4418532848358154,0.4248049259185791,0.7516512549537648,0.8780864197530864,0.809964412811388,0.7516512549537648,0.8780864197530864,0.809964412811388,0.0,0.0,0.0
version-4-roberta-base,conllpp_train.txt,124057347,10492,21.789278268814087,0.4248049259185791,0.9648203592814372,0.9763302404847567,0.9705411764705882,0.9648203592814372,0.9763302404847567,0.9705411764705882,0.0,0.0,0.0
version-4-roberta-base,e.conll,124057347,98,1.0613887310028076,0.4248049259185791,0.6097560975609756,0.78125,0.684931506849315,0.6097560975609756,0.78125,0.684931506849315,0.0,0.0,0.0
version-4-roberta-base,f.conll,124057347,1600,4.451271057128906,0.4248049259185791,0.838126540673788,0.7987470634299139,0.8179631114675222,0.838126540673788,0.7987470634299139,0.8179631114675222,0.0,0.0,0.0
version-4-roberta-base,g.conll,124057347,1710,4.607860803604126,0.4248049259185791,0.8606701940035273,0.873769024171889,0.8671701466015104,0.8606701940035273,0.873769024171889,0.8671701466015104,0.0,0.0,0.0
version-4-roberta-base,h.conll,124057347,1600,4.236156940460205,0.4248049259185791,0.6987551867219917,0.7418502202643171,0.7196581196581197,0.6987551867219917,0.7418502202643171,0.7196581196581197,0.0,0.0,0.0
version-4-roberta-base,KAGGLE.csv,124057347,31382,65.36146569252014,0.4248049259185791,0.8083387434177306,0.8328502415458937,0.8204114503257925,0.8083387434177306,0.8328502415458937,0.8204114503257925,0.0,0.0,0.0
version-4-roberta-base,NYT_corr2,124057347,864,2.6402571201324463,0.4248049259185791,0.9140811455847255,0.9598997493734336,0.9364303178484108,0.9140811455847255,0.9598997493734336,0.9364303178484108,0.0,0.0,0.0
version-4-roberta-base,NYT_corr3,124057347,573,1.960310459136963,0.4248049259185791,0.9191919191919192,0.9413793103448276,0.9301533219761501,0.9191919191919192,0.9413793103448276,0.9301533219761501,0.0,0.0,0.0
version-4-roberta-base,ritter.txt,124057347,801,2.5105254650115967,0.4248049259185791,0.37551581843191195,0.7647058823529411,0.503690036900369,0.37551581843191195,0.7647058823529411,0.503690036900369,0.0,0.0,0.0
version-4-roberta-base,WNUT.conll,124057347,2868,7.2895402908325195,0.4248049259185791,0.4437559580552908,0.751412429378531,0.5579862151633204,0.4437559580552908,0.751412429378531,0.5579862151633204,0.0,0.0,0.0
