model_name,dataset_name,model_size_mb,num_parameters,person_precision,person_recall,person_f1,overall_precision,overall_recall,overall_f1,avg_inference_time_per_token,total_inference_time,num_examples,num_tokens,device,timestamp
roberta-finetuned-ner-NO-TITLE-v3,Test Split,473.23535919189453,124055810,0.0,0.0,0.0,0.0,0.0,0.0,8.716855828333207e-05,10.421175479888916,934,119552,cuda,2025-06-07T16:58:44.718310
